,Unnamed: 0.1,problemId,titleKo,titles,isSolvable,acceptedUserCount,level,givesNoRating,averageTries,official,tags
3589,3589,11872,님 게임 나누기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '님 게임 나누기', 'isOriginal': True}]",True,232,18,False,1.6681,True,"game_theory,sprague_grundy,"
3590,3590,11873,최대 직사각형,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '최대 직사각형', 'isOriginal': True}]",True,394,18,False,2.1523,True,"data_structures,stack,"
3591,3591,11877,홍수,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '홍수', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'POPLAVA', 'isOriginal': True}]",True,154,13,False,2.2013,True,"constructive,greedy,"
3592,3592,11880,개미,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '개미', 'isOriginal': True}]",True,512,4,False,2.7266,True,"geometry,geometry_3d,pythagoras,"
3593,3593,11881,지우개,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '지우개', 'isOriginal': True}]",True,129,12,False,2.5814,True,"dp,math,prefix_sum,"
3594,3594,11882,괄호 채우기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '괄호 채우기', 'isOriginal': True}]",True,33,20,False,2.9697,True,"data_structures,greedy,priority_queue,"
3595,3595,11883,생일수 I,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '생일수 I', 'isOriginal': True}]",True,98,13,False,3.2755,True,"dp,greedy,"
3596,3596,11884,생일수 II,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '생일수 II', 'isOriginal': True}]",True,6,21,False,1.1667,True,"dp,math,"
3597,3597,11895,속이기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '속이기', 'isOriginal': True}]",True,121,8,False,1.3719,True,"math,"
3598,3598,11896,다각형,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '다각형', 'isOriginal': True}]",True,171,5,False,3.1053,True,"geometry,math,"
3599,3599,11897,간선 파괴,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '간선 파괴', 'isOriginal': True}]",True,64,20,False,4.0938,True,"data_structures,disjoint_set,graphs,"
3600,3600,11899,괄호 끼워넣기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '괄호 끼워넣기', 'isOriginal': True}]",True,1445,8,False,1.337,True,"data_structures,stack,string,"
3601,3601,11900,차이 그래프,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '차이 그래프', 'isOriginal': True}]",True,45,15,False,3.8222,True,"dijkstra,graphs,"
3602,3602,11903,팰린드롬 세기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '팰린드롬 세기', 'isOriginal': True}]",True,4,24,False,6.25,True,
3603,3603,11904,쌍둥이 독수리,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '쌍둥이 독수리', 'isOriginal': True}]",True,9,16,False,4.3333,True,"ad_hoc,math,"
3604,3604,11905,없는 등수 찾기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '없는 등수 찾기', 'isOriginal': True}]",True,8,22,False,4.0,True,"dp,prefix_sum,"
3605,3605,11906,돌 옮기기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '돌 옮기기', 'isOriginal': True}]",True,12,17,False,2.3333,True,"implementation,kmp,string,"
3606,3606,11907,오두막집,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '오두막집', 'isOriginal': True}]",True,6,22,False,3.0,True,"binary_search,centroid,centroid_decomposition,divide_and_conquer,parametric_search,trees,"
3607,3607,11908,카드,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '카드', 'isOriginal': True}]",True,458,3,False,1.2991,True,"implementation,"
3608,3608,11909,배열 탈출,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '배열 탈출', 'isOriginal': True}]",True,385,11,False,2.5481,True,"dijkstra,dp,graphs,"
3609,3609,11910,경비원,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '경비원', 'isOriginal': True}]",True,6,21,False,2.5,True,
3610,3610,11912,격자 보존하기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '격자 보존하기', 'isOriginal': True}]",True,35,13,False,3.6857,True,"greedy,sorting,"
3611,3611,11913,Min-cost GCD,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'Min-cost GCD', 'isOriginal': True}]",True,20,19,False,3.95,True,"dp,euclidean,math,number_theory,"
3612,3612,11914,배낭 문제 준비하기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '배낭 문제 준비하기', 'isOriginal': True}]",True,5,20,False,1.0,True,"constructive,greedy,"
3613,3613,11915,전선 연결하기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '전선 연결하기', 'isOriginal': True}]",True,12,22,False,4.0833,True,"data_structures,dfs,graphs,graph_traversal,segtree,"
3614,3614,11916,볼질,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '볼질', 'isOriginal': True}]",True,75,7,False,1.8133,True,"implementation,simulation,"
3615,3615,11917,이상한 수열,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '이상한 수열', 'isOriginal': True}]",True,65,14,False,3.3846,True,"data_structures,math,tree_set,"
3616,3616,11918,정전,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '정전', 'isOriginal': True}]",True,52,12,False,2.4423,True,"greedy,sorting,sweeping,"
3617,3617,11920,버블 정렬,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '버블 정렬', 'isOriginal': True}]",True,159,19,False,2.4654,True,"data_structures,priority_queue,"
3618,3618,11928,공기놀이,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '공기놀이', 'isOriginal': True}]",True,23,17,False,2.6957,True,"combinatorics,math,"
3619,3619,11930,Smallest Enclosing Sphere,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'Smallest Enclosing Sphere', 'isOriginal': True}]",True,160,21,False,2.9313,True,"geometry,geometry_3d,heuristics,min_enclosing_circle,"
3620,3620,11931,수 정렬하기 4,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '수 정렬하기 4', 'isOriginal': True}]",True,5887,6,False,1.8305,True,"sorting,"
3621,3621,11932,트리와 K번째 수,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '트리와 K번째 수', 'isOriginal': True}]",True,308,22,False,4.3474,True,"data_structures,lca,pst,segtree,trees,"
3622,3622,11933,공장들,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '공장들', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Factories', 'isOriginal': True}]",True,102,22,False,4.8235,True,"centroid,centroid_decomposition,divide_and_conquer,trees,"
3623,3623,11936,이주 계획 세우기 1,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '이주 계획 세우기 1', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Project of Migration 1', 'isOriginal': True}]",True,13,16,False,1.8462,True,"heuristics,"
3624,3624,11937,이주 계획 세우기 2,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '이주 계획 세우기 2', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Project of Migration 2', 'isOriginal': True}]",True,8,19,False,2.5,True,"heuristics,"
3625,3625,11938,이주 계획 세우기 3,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '이주 계획 세우기 3', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Project of Migration 3', 'isOriginal': True}]",True,5,20,False,2.6,True,
3626,3626,11939,이주 계획 세우기 4,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '이주 계획 세우기 4', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Project of Migration 4', 'isOriginal': True}]",True,5,20,False,1.8,True,
3627,3627,11940,이주 계획 세우기 5,"[{'language': 'en', 'languageDisplayName': 'en', 'title': 'Project of Migration 5', 'isOriginal': True}, {'language': 'ko', 'languageDisplayName': 'ko', 'title': '이주 계획 세우기 5', 'isOriginal': False}]",True,3,20,False,1.6667,True,
3628,3628,11941,핀볼,"[{'language': 'en', 'languageDisplayName': 'en', 'title': 'Pinball', 'isOriginal': True}, {'language': 'ko', 'languageDisplayName': 'ko', 'title': '핀볼', 'isOriginal': False}]",True,70,22,False,2.6429,True,"coordinate_compression,data_structures,dp,segtree,"
3629,3629,11942,고려대는 사랑입니다,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '고려대는 사랑입니다', 'isOriginal': True}]",True,14627,1,False,1.1673,True,"implementation,"
3630,3630,11943,파일 옮기기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '파일 옮기기', 'isOriginal': True}]",True,5908,2,False,1.4804,True,"implementation,math,"
3631,3631,11944,NN,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'NN', 'isOriginal': True}]",True,2507,4,False,2.491,True,"implementation,string,"
3632,3632,11945,뜨거운 붕어빵,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '뜨거운 붕어빵', 'isOriginal': True}]",True,4839,2,False,1.5592,True,"implementation,string,"
3633,3633,11946,ACM-ICPC,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'ACM-ICPC', 'isOriginal': True}]",True,357,7,False,3.4118,True,"implementation,sorting,"
3634,3634,11947,이런 반전이,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '이런 반전이', 'isOriginal': True}]",True,649,7,False,2.9877,True,"math,"
3635,3635,11948,과목선택,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '과목선택', 'isOriginal': False}, {'language': 'ja', 'languageDisplayName': 'ja', 'title': '科目選択 (Selecting Subjects)', 'isOriginal': True}]",True,4893,2,False,1.31,True,"arithmetic,implementation,math,"
3636,3636,11949,번호표 교환,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '번호표 교환', 'isOriginal': False}, {'language': 'ja', 'languageDisplayName': 'ja', 'title': 'ゼッケンの交換 (Swapping Bibs)', 'isOriginal': True}]",True,355,4,False,1.0732,True,"implementation,simulation,"
3637,3637,11950,2016 IOI,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '2016 IOI', 'isOriginal': False}, {'language': 'ja', 'languageDisplayName': 'ja', 'title': 'ロシアの旗 (Russian Flag)', 'isOriginal': True}]",True,286,9,False,1.4476,True,"bruteforcing,implementation,"
3638,3638,11952,좀비,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '좀비', 'isOriginal': False}, {'language': 'ja', 'languageDisplayName': 'ja', 'title': 'ゾンビ島 (Zombie Island)', 'isOriginal': True}]",True,299,14,False,3.2709,True,"bfs,dijkstra,graphs,graph_traversal,"
3639,3639,11953,쇼핑,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '쇼핑', 'isOriginal': False}, {'language': 'ja', 'languageDisplayName': 'ja', 'title': '屋台 (Food stalls)', 'isOriginal': True}]",True,22,21,False,1.3636,True,"case_work,dp,"
3640,3640,11958,행복한 수,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '행복한 수', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'PROSTI', 'isOriginal': True}]",True,23,20,False,4.6957,True,"binary_search,math,number_theory,"
3641,3641,11966,2의 제곱인가?,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '2의 제곱인가?', 'isOriginal': True}]",True,3269,3,False,1.6017,True,"math,"
3642,3642,11967,불켜기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '불켜기', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Switching on the Lights', 'isOriginal': True}]",True,1615,14,False,3.5864,True,"bfs,graphs,graph_traversal,"
3643,3643,11971,속도 위반,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '속도 위반', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Speeding Ticket', 'isOriginal': True}]",True,711,6,False,1.8903,True,"implementation,"
3644,3644,11985,오렌지 출하,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '오렌지 출하', 'isOriginal': False}, {'language': 'ja', 'languageDisplayName': 'ja', 'title': 'オレンジの出荷 (Oranges)', 'isOriginal': True}]",True,278,12,False,2.1763,True,"dp,"
3645,3645,11989,단층,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '단층', 'isOriginal': False}, {'language': 'ja', 'languageDisplayName': 'ja', 'title': '断層 (Geologic Fault)', 'isOriginal': True}]",True,26,23,False,1.1538,True,"data_structures,lazyprop,segtree,"
3646,3646,12009,중국 잡동사니 가게의 소 장식품 (Platinum),"[{'language': 'en', 'languageDisplayName': 'en', 'title': 'Bull in a China Shop (Platinum)', 'isOriginal': True}, {'language': 'ko', 'languageDisplayName': 'ko', 'title': '중국 잡동사니 가게의 소 장식품 (Platinum)', 'isOriginal': False}]",True,2,24,False,4.5,True,"binary_search,data_structures,hashing,hash_set,implementation,prefix_sum,tree_set,"
3647,3647,12013,248 게임,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '248 게임', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': '248', 'isOriginal': True}]",True,223,15,False,2.5785,True,"dp,"
3648,3648,12014,주식,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '주식', 'isOriginal': True}]",True,511,14,False,1.9374,True,"binary_search,lis,"
3649,3649,12015,가장 긴 증가하는 부분 수열 2,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '가장 긴 증가하는 부분 수열 2', 'isOriginal': True}]",True,11507,14,False,2.426,True,"binary_search,lis,"
3650,3650,12016,라운드 로빈 스케줄러,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '라운드 로빈 스케줄러', 'isOriginal': True}]",True,318,18,False,2.0818,True,"data_structures,offline_queries,segtree,sorting,"
3651,3651,12018,Yonsei TOTO,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'Yonsei TOTO', 'isOriginal': True}]",True,1442,8,False,2.8883,True,"greedy,sorting,"
3652,3652,12019,동아리방 청소!,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '동아리방 청소!', 'isOriginal': True}]",True,136,15,False,2.5515,True,"dp,"
3653,3653,12020,LU 분해,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'LU 분해', 'isOriginal': True}]",True,64,16,False,3.2031,True,"implementation,linear_algebra,math,"
3654,3654,12021,보물 찾기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '보물 찾기', 'isOriginal': True}]",True,219,9,False,1.9087,True,"math,"
3655,3655,12022,짝,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '짝', 'isOriginal': True}]",True,100,20,False,1.86,True,"graphs,stable_marriage,"
3656,3656,12023,연세대학교 포인트 게임,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '연세대학교 포인트 게임', 'isOriginal': True}]",True,40,22,False,3.275,True,"centroid,centroid_decomposition,divide_and_conquer,dp,lca,trees,"
3657,3657,12024,사각형 찾기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '사각형 찾기', 'isOriginal': True}]",True,87,14,False,2.2299,True,"combinatorics,graphs,math,"
3658,3658,12025,장난꾸러기 영훈,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '장난꾸러기 영훈', 'isOriginal': True}]",True,266,11,False,2.8759,True,"bitmask,math,"
3659,3659,12026,BOJ 거리,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'BOJ 거리', 'isOriginal': True}]",True,1287,10,False,1.627,True,"dp,"
3660,3660,12033,김인천씨의 식료품가게 (Small),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '김인천씨의 식료품가게 (Small)', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': ""Cody's Jams (Small)"", 'isOriginal': True}]",True,280,6,False,2.0393,True,"bruteforcing,greedy,implementation,"
3661,3661,12034,김인천씨의 식료품가게 (Large),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '김인천씨의 식료품가게 (Large)', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': ""Cody's Jams (Large)"", 'isOriginal': True}]",True,381,6,False,2.2887,True,"greedy,implementation,"
3662,3662,12090,초성 변환,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '초성 변환', 'isOriginal': True}]",True,146,5,False,2.3562,True,"implementation,string,"
3663,3663,12094,2048 (Hard),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '2048 (Hard)', 'isOriginal': True}]",True,481,17,False,7.5925,True,"backtracking,bruteforcing,implementation,simulation,"
3664,3664,12095,가장 오래 걸리는 스도쿠,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '가장 오래 걸리는 스도쿠', 'isOriginal': True}]",True,383,13,False,5.5535,True,"ad_hoc,constructive,precomputation,"
3665,3665,12099,점심메뉴,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '점심메뉴', 'isOriginal': True}]",True,61,12,False,1.9016,True,"binary_search,sorting,"
3666,3666,12100,2048 (Easy),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '2048 (Easy)', 'isOriginal': True}]",True,13167,14,False,3.8212,True,"backtracking,bruteforcing,implementation,simulation,"
3667,3667,12101,"1, 2, 3 더하기 2","[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '1, 2, 3 더하기 2', 'isOriginal': True}]",True,1424,10,False,1.5948,True,"backtracking,bruteforcing,"
3668,3668,12102,종이 접기 2,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '종이 접기 2', 'isOriginal': True}]",True,30,14,False,3.2,True,"bruteforcing,"
3669,3669,12103,짝합 수열,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '짝합 수열', 'isOriginal': True}]",True,40,15,False,2.15,True,"dp,prefix_sum,"
3670,3670,12104,순환 순열,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '순환 순열', 'isOriginal': True}]",True,362,16,False,1.779,True,"kmp,string,"
3671,3671,12105,123456789 찾기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '123456789 찾기', 'isOriginal': True}]",True,44,14,False,1.7273,True,"dp,string,"
3672,3672,12106,부분 문자열의 개수,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '부분 문자열의 개수', 'isOriginal': True}]",True,61,19,False,2.2951,True,"dp,kmp,string,"
3673,3673,12107,약수 지우기 게임 1,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '약수 지우기 게임 1', 'isOriginal': True}]",True,437,13,False,1.54,True,"ad_hoc,game_theory,math,"
3674,3674,12108,약수 지우기 게임 2,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '약수 지우기 게임 2', 'isOriginal': True}]",True,22,19,False,2.0455,True,"bitmask,data_structures,dp,dp_bitfield,game_theory,hash_set,sprague_grundy,"
3675,3675,12143,영어와 프랑스어 (Small),"[{'language': 'en', 'languageDisplayName': 'en', 'title': 'Bilingual (Small)', 'isOriginal': True}, {'language': 'ko', 'languageDisplayName': 'ko', 'title': '영어와 프랑스어 (Small)', 'isOriginal': False}]",True,18,13,False,2.1667,True,"bruteforcing,flow,mfmc,string,"
3676,3676,12144,영어와 프랑스어 (Large),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '영어와 프랑스어 (Large)', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Bilingual (Large)', 'isOriginal': True}]",True,22,21,False,2.2727,True,"data_structures,flow,hash_set,mfmc,parsing,string,"
3677,3677,12172,N-오미노 판 채우기 (Small),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'N-오미노 판 채우기 (Small)', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Ominous Omino (Small)', 'isOriginal': True}]",True,28,10,False,2.2857,True,"implementation,"
3678,3678,12173,N-오미노 판 채우기 (Large),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'N-오미노 판 채우기 (Large)', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Ominous Omino (Large)', 'isOriginal': True}]",True,25,16,False,1.88,True,
3679,3679,12174,#include <Google I/O.h>,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '#include <Google I/O.h>', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'I/O Error (Small)', 'isOriginal': True}]",True,397,4,False,1.3703,True,"implementation,string,"
3680,3680,12286,해밀턴 회로,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '해밀턴 회로', 'isOriginal': True}]",True,18,22,False,5.1111,True,"ad_hoc,constructive,graphs,scc,"
3681,3681,12287,해밀턴 경로,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '해밀턴 경로', 'isOriginal': True}]",True,32,16,False,2.3438,True,"constructive,graphs,"
3682,3682,12347,한수 2,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '한수 2', 'isOriginal': False}]",True,15,11,False,2.4667,True,"bruteforcing,math,"
3683,3683,12348,분해합 2,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '분해합 2', 'isOriginal': False}]",True,77,11,False,2.9091,True,"bruteforcing,math,"
3684,3684,12353,Dr. Spaceman의 특별한 알고리즘,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'Dr. Spaceman의 특별한 알고리즘', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Baby Height (Small)', 'isOriginal': True}]",True,151,4,False,1.8212,True,"arithmetic,implementation,math,"
3685,3685,12415,가로수 (Small),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '가로수 (Small)', 'isOriginal': True}]",True,19,13,False,2.4211,True,"greedy,"
3686,3686,12416,가로수 (Large),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '가로수 (Large)', 'isOriginal': True}]",True,15,15,False,2.2,True,"greedy,"
3687,3687,12418,일조량 (Large),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '일조량 (Large)', 'isOriginal': True}]",True,2,17,False,1.0,True,"geometry,math,"
3688,3688,12423,전장 (Small),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '전장 (Small)', 'isOriginal': True}]",True,19,18,False,1.4737,True,"flow,mcmf,"
3689,3689,12424,전장 (Large),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '전장 (Large)', 'isOriginal': True}]",True,20,18,False,1.9,True,"flow,mcmf,"
3690,3690,12425,윷놀이 (Small),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '윷놀이 (Small)', 'isOriginal': True}]",True,11,15,False,2.8182,True,"implementation,"
3691,3691,12426,윷놀이 (Large),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '윷놀이 (Large)', 'isOriginal': True}]",True,5,21,False,5.0,True,"dp,implementation,"
3692,3692,12427,박테리아 (Small),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '박테리아 (Small)', 'isOriginal': True}]",True,14,19,False,1.2857,True,"bfs,bipartite_matching,dfs,graphs,graph_traversal,"
3693,3693,12428,박테리아 (Large),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '박테리아 (Large)', 'isOriginal': True}]",True,13,19,False,2.3846,True,"bfs,bipartite_matching,dfs,flow,graphs,graph_traversal,"
3694,3694,12429,생존자 (Small),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '생존자 (Small)', 'isOriginal': True}]",True,73,12,False,2.7671,True,"bruteforcing,greedy,"
3695,3695,12430,생존자 (Large),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '생존자 (Large)', 'isOriginal': True}]",True,69,17,False,3.7826,True,"dp,greedy,knapsack,sorting,"
3696,3696,12433,모자 쓴 아이들 (Small),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '모자 쓴 아이들 (Small)', 'isOriginal': True}]",True,3,16,False,2.0,True,"combinatorics,dp,implementation,math,"
3697,3697,12435,한강 (Small),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '한강 (Small)', 'isOriginal': True}]",True,19,10,False,2.6842,True,
3698,3698,12437,새로운 달력 (Small),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '새로운 달력 (Small)', 'isOriginal': True}]",True,135,6,False,1.8148,True,"implementation,math,number_theory,simulation,"
3699,3699,12438,새로운 달력 (Large),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '새로운 달력 (Large)', 'isOriginal': True}]",True,64,11,False,1.7813,True,"math,number_theory,"
3700,3700,12441,약속장소 정하기 (Small),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '약속장소 정하기 (Small)', 'isOriginal': True}]",True,36,12,False,4.1389,True,"dijkstra,floyd_warshall,graphs,"
3701,3701,12442,약속장소 정하기 (Large),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '약속장소 정하기 (Large)', 'isOriginal': True}]",True,29,12,False,2.5517,True,"dijkstra,graphs,"
3702,3702,12456,모닝커피 (Large),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '모닝커피 (Large)', 'isOriginal': False}, {'language': 'ja', 'languageDisplayName': 'ja', 'title': '最高のコーヒー (Large)', 'isOriginal': True}]",True,23,16,False,4.6957,True,"data_structures,greedy,priority_queue,"
3703,3703,12515,챔피언소트 (Small),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '챔피언소트 (Small)', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'GoroSort (Small)', 'isOriginal': True}]",True,68,18,False,1.4265,True,"combinatorics,math,"
3704,3704,12516,챔피언소트 (Large),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '챔피언소트 (Large)', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'GoroSort (Large)', 'isOriginal': True}]",True,78,18,False,1.7179,True,"combinatorics,math,"
3705,3705,12605,단어순서 뒤집기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '단어순서 뒤집기', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Reverse Words (Small)', 'isOriginal': True}]",True,2757,5,False,1.6159,True,"data_structures,parsing,stack,string,"
3706,3706,12728,n제곱 계산,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'n제곱 계산', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Numbers (Large)', 'isOriginal': True}]",True,599,20,False,2.581,True,"exponentiation_by_squaring,math,"
3707,3707,12731,열차 시간표(Small),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '열차 시간표(Small)', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Train Timetable (Small)', 'isOriginal': True}]",True,71,11,False,2.0,True,"data_structures,greedy,implementation,priority_queue,simulation,sorting,"
3708,3708,12732,열차 시간표(Large),"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '열차 시간표(Large)', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Train Timetable (Large)', 'isOriginal': True}]",True,59,11,False,1.7458,True,"data_structures,greedy,implementation,priority_queue,simulation,sorting,"
3709,3709,12735,Boat,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'Boat', 'isOriginal': True}]",True,85,23,False,3.2235,True,"combinatorics,dp,math,"
3710,3710,12736,Fireworks,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'Fireworks', 'isOriginal': True}]",True,137,25,False,2.4015,True,"data_structures,dp,dp_tree,priority_queue,slope_trick,smaller_to_larger,trees,"
